title,date
Poop,2014-11-13T00:00:00.000Z
Prepare for KPCB Interview,2014-11-18T00:00:00.000Z
KPCB Phone Interview,2014-11-18T00:00:00.000Z
Reply to KPCB interview email,2014-11-12T00:00:00.000Z
Make Counseling Appointment,2014-11-13T00:00:00.000Z
Work on COMP 310 with Caroline,2014-11-13T00:00:00.000Z
Work on COMP 310,2014-11-12T00:00:00.000Z
Work on STAT 410 data assignment 2,2014-11-11T00:00:00.000Z
Work on COMP 310 with Caroline,2014-11-11T00:00:00.000Z
Go to COMP 310 office hours,2014-11-11T00:00:00.000Z
Go to STAT 421 office hours,2014-11-11T00:00:00.000Z
Start COMP 482 WS 12,2014-11-10T00:00:00.000Z
Finish / submit STAT 421 write up with Jake,2014-11-11T00:00:00.000Z
Plan / Organize things,2014-11-10T00:00:00.000Z
Shower,2014-11-10T00:00:00.000Z
Do Santander Video Interview,2014-11-11T00:00:00.000Z
Work on STAT 421 write up,2014-11-10T00:00:00.000Z
Finish COMP 482 WS 12,2014-11-12T00:00:00.000Z
Do IBM Aptitude Test,2014-11-10T00:00:00.000Z
Play with Inbox,2014-11-10T00:00:00.000Z
Poop,2014-11-10T00:00:00.000Z
Work on STAT 421 write up,2014-11-09T00:00:00.000Z
Work on COMP 310 with Caroline,2014-11-10T00:00:00.000Z
Target Run,2014-11-19T00:00:00.000Z
Pick up birth control,2014-12-15T00:00:00.000Z
Prepare for Bloomberg Phone Interview,2014-11-13T00:00:00.000Z
Prepare for IBM Phone Interview,2014-11-10T00:00:00.000Z
Work on STAT 421 with Jake,2014-11-09T00:00:00.000Z
Plan / Organize,2014-11-08T00:00:00.000Z
Read COMP 412 Lab 3 Handout,2014-11-08T00:00:00.000Z
Work on COMP 310 with Caroline,2014-11-08T00:00:00.000Z
Watch/Annotate COMP 428 Unit 20 Videos,2014-11-08T00:00:00.000Z
Watch/Annotate COMP 428 Unit 19 Videos,2014-11-08T00:00:00.000Z
Make doctors appointment,2014-11-07T00:00:00.000Z
Shower,2014-11-07T00:00:00.000Z
Poop,2014-11-07T00:00:00.000Z
Plan / Organize,2014-11-07T00:00:00.000Z
Get ready for Esperanza,2014-11-07T00:00:00.000Z
Turn in graded STAT 310 HW,2014-11-07T00:00:00.000Z
Watch Big Hero 6,2014-11-06T00:00:00.000Z
Grade STAT 310 HW 7,2014-11-06T00:00:00.000Z
Grade STAT 310 HW 6,2014-11-06T00:00:00.000Z
Meet with Daniel,2014-11-06T00:00:00.000Z
Reply to email from Flipboard,2014-11-06T00:00:00.000Z
Go to Aunt's house to pick up stuff,2014-11-06T00:00:00.000Z
Apply to General Dynamics,2014-11-05T00:00:00.000Z
Apply to Rockwell Collins,2014-11-05T00:00:00.000Z
Apply to Bain and Company,2014-11-05T00:00:00.000Z
Start application for Goldman Sachs,2014-11-05T00:00:00.000Z
Do COMP 310 Survey,2014-11-05T00:00:00.000Z
Check COMP 482 with Andres,2014-11-04T00:00:00.000Z
Small Group,2014-11-04T00:00:00.000Z
Shower,2014-11-04T00:00:00.000Z
Email Oleg about STAT 421 grade,2014-11-04T00:00:00.000Z
STAT 421 Final Project Presentation,2014-11-25T00:00:00.000Z
Turn in COMP 412 Exam 2,2014-11-05T00:00:00.000Z
Take STAT 410 test,2014-11-04T00:00:00.000Z
Finish COMP 482 WS,2014-11-04T00:00:00.000Z
Email Greiner about advising,2014-11-02T00:00:00.000Z
Email Guerra about advising,2014-11-02T00:00:00.000Z
Review all STAT 410 definitions and concepts,2014-11-02T00:00:00.000Z
Plan Classes,2014-11-01T00:00:00.000Z
Do STAT 410 Review Problems,2014-11-03T00:00:00.000Z
Do STAT 410 Chapter 2 Problems,2014-11-02T00:00:00.000Z
Do STAT 410 Chapter 1 Problems,2014-11-02T00:00:00.000Z
Do STAT 410 Chapter 5 Problems,2014-10-31T00:00:00.000Z
Work on COMP 482 WS,2014-11-03T00:00:00.000Z
Shower,2014-10-31T00:00:00.000Z
Poop,2014-10-31T00:00:00.000Z
Study STAT 410 Chapter 2,2014-11-02T00:00:00.000Z
Study STAT 410 Chapter 1,2014-11-01T00:00:00.000Z
Study STAT 410 Chapter 5,2014-10-31T00:00:00.000Z
Bloomberg Phone Interview,2014-11-13T00:00:00.000Z
IBM Phone Interview,2014-11-10T00:00:00.000Z
Start working on STAT 421 #8,2014-11-03T00:00:00.000Z
Pick up Tickets for Big Hero 6 (DH 3125),2014-11-05T00:00:00.000Z
Do COMP 310 ChatRoomAPI stuff for Group C and D,2014-11-03T00:00:00.000Z
Do COMP 310 ChatRoomAPI stuff for Group A and B,2014-10-31T00:00:00.000Z
Email Daniel,2014-10-31T00:00:00.000Z
Print STAT 421 HW 5,2014-10-31T00:00:00.000Z
Talk to Asad about Amazing Rice Race,2014-10-31T00:00:00.000Z
Talk to Leo about Amazing Rice Race,2014-10-31T00:00:00.000Z
Turn in COMP 482 HW3,2014-10-30T00:00:00.000Z
De COMP 482 HW3,2014-10-30T00:00:00.000Z
Watch/Annotate COMP 482 Unit 17 Videos,2014-10-31T00:00:00.000Z
Watch/Annotate COMP 482 Unit 17 Videos,2014-10-31T00:00:00.000Z
Work on COMP 482 WS,2014-10-31T00:00:00.000Z
Study for COMP 412,2014-11-04T00:00:00.000Z
Go to COMP 482,2014-10-30T00:00:00.000Z
Do COMP 412 Exam 2,2014-11-05T00:00:00.000Z
Pick up COMP 412 Exam 2,2014-11-05T00:00:00.000Z
Poop,2014-10-29T00:00:00.000Z
Lunch with Grace and Hannah,2014-10-30T00:00:00.000Z
Go to STAT 410,2014-10-30T00:00:00.000Z
COMP 482 Midterm regrade request (in class),2014-10-30T00:00:00.000Z
Finish and print STAT 410 write up,2014-10-29T00:00:00.000Z
Print COMP 412 slides,2014-10-29T00:00:00.000Z
Turn in STAT 410 Data Assignment 1,2014-10-30T00:00:00.000Z
Finish STAT 410 problem 4,2014-10-29T00:00:00.000Z
Pick up Package 2,2014-10-29T00:00:00.000Z
Pick up Package 1,2014-10-29T00:00:00.000Z
Do COMP 310 scenarios,2014-10-29T00:00:00.000Z
Confirm Bloomberg Interview,2014-10-29T00:00:00.000Z
Confirm IBM Interview,2014-10-29T00:00:00.000Z
Work on COMP 482 WS,2014-10-28T00:00:00.000Z
Work on STAT 410 write up,2014-10-29T00:00:00.000Z
Learn/Read STAT 410 chapter 6,2014-10-28T00:00:00.000Z
Fill out IBM Application,2014-10-28T00:00:00.000Z
Decide which class to pass/fail,2014-10-30T00:00:00.000Z
Peer evaluate Nicholas's COMP 412 lab 2 write up,2014-10-28T00:00:00.000Z
Edit/Turn in COMP 412 write up,2014-10-28T00:00:00.000Z
Email Dr.Cooper about taking Exam 2 on Wednesday,2014-10-29T00:00:00.000Z
Finish COMP 412 lab write up,2014-10-28T00:00:00.000Z
Organize/plan things,2014-10-28T00:00:00.000Z
DO PALANTIR ONLINE INTERVIEW CHALLENEGE,2014-10-30T00:00:00.000Z
Palantir Background Survey,2014-10-28T00:00:00.000Z
Find out about STAT 410 test,2014-10-28T00:00:00.000Z
Ask for STAT 410 extension,2014-10-28T00:00:00.000Z
Pooop,2014-10-27T00:00:00.000Z
Peer evaluate Jake's COMP 412 lab 2 write up,2014-10-28T00:00:00.000Z
Turn in Graded STAT 310 HW 5,2014-11-03T00:00:00.000Z
Grade STAT 310 HW 5,2014-10-31T00:00:00.000Z
Plan/Organize,2014-10-27T00:00:00.000Z
Re-turn in COMP 412 lab 2,2014-10-27T00:00:00.000Z
Start STAT 410 data assignment,2014-10-28T00:00:00.000Z
Poop,2014-10-26T00:00:00.000Z
Shower,2014-10-27T00:00:00.000Z
Work on COMP 482 WS,2014-10-26T00:00:00.000Z
Plan courses for Spring 2015,2014-10-26T00:00:00.000Z
Work on COMP 310 with Caroline,2014-10-27T00:00:00.000Z
Make plans with COMP 310 HW 8 Partner,2014-10-26T00:00:00.000Z
Finish COMP 310,2014-10-26T00:00:00.000Z
The Amazing Rice Race,2014-11-01T00:00:00.000Z
Ask Bertolusso about STAT 606,2014-10-28T00:00:00.000Z
Work on COMP 412 lab 2 write up,2014-10-27T00:00:00.000Z
Start COMP 412 write up for Lab 2,2014-10-26T00:00:00.000Z
Apply to Amazon,2014-10-26T00:00:00.000Z
Turn in COMP 482,2014-10-25T00:00:00.000Z
Finish COMP 482 WS,2014-10-29T00:00:00.000Z
COMP 482 get WS and test from Andres,2014-10-25T00:00:00.000Z
COMP 482 Watch/Annotate Unit 16 Videos,2014-10-26T00:00:00.000Z
COMP 482 Watch/Annotate Unit 15 Videos,2014-10-26T00:00:00.000Z
Update my dreams,2014-10-24T00:00:00.000Z
Apply to IBM,2014-10-24T00:00:00.000Z
Print COMP 412 slides,2014-10-27T00:00:00.000Z
Internship search,2014-10-24T00:00:00.000Z
COMP 412 test own grammar,2014-10-24T00:00:00.000Z
COMP 412 write own grammar,2014-10-24T00:00:00.000Z
COMP 412 don't throw exceptions,2014-10-24T00:00:00.000Z
Prepare for Google interview,2014-11-19T00:00:00.000Z
Poop,2014-10-24T00:00:00.000Z
Shower,2014-10-24T00:00:00.000Z
Email PROS References,2014-10-24T00:00:00.000Z
Sign and Confirm Google Interview,2014-10-24T00:00:00.000Z
Google Phone Interview 2,2014-11-19T00:00:00.000Z
Google Phone Interview 1,2014-11-19T00:00:00.000Z
BNSF Phone Interview,2014-10-28T00:00:00.000Z
COMP 412 organize/comment/clean up code,2014-10-24T00:00:00.000Z
COMP 412 fix exception/error handling,2014-10-23T00:00:00.000Z
COMP 412 readme,2014-10-24T00:00:00.000Z
Turn in COMP 412,2014-10-24T00:00:00.000Z
COMP 412 fix Parens-Alt sets,2014-10-23T00:00:00.000Z
"COMP 412 rename epsilon, and prime productions",2014-10-23T00:00:00.000Z
Ask about COMP 482,2014-10-23T00:00:00.000Z
Ask about STAT 410,2014-10-23T00:00:00.000Z
Move furniture around again,2014-10-23T00:00:00.000Z
Schedule interview with Google,2014-10-23T00:00:00.000Z
Work on COMP 482 with Andres,2014-10-25T00:00:00.000Z
Plan/Organize/Emails,2014-10-23T00:00:00.000Z
COMP 412 fix indirect recursion removal again,2014-10-23T00:00:00.000Z
COMP 412 fix first+ sets to include whole production,2014-10-23T00:00:00.000Z
COMP 412 fix indirect left recursion removal,2014-10-22T00:00:00.000Z
Apply to Raytheon,2014-10-22T00:00:00.000Z
COMP 412 fix issue with Factor grammar running on Clear,2014-10-22T00:00:00.000Z
COMP 412 fix error handling again,2014-10-22T00:00:00.000Z
COMP 412 make -r command line option change,2014-10-22T00:00:00.000Z
COMP 482 email code to Andres,2014-10-22T00:00:00.000Z
COMP 412 write test file,2014-10-22T00:00:00.000Z
COMP 412 detect and report direct left recursion,2014-10-21T00:00:00.000Z
COMP 412 fix direct left recursion removal,2014-10-21T00:00:00.000Z
COMP 412 fix skeleton parser testing issue,2014-10-21T00:00:00.000Z
COMP 412 fix scanner error handeling,2014-10-21T00:00:00.000Z
Check STAT 421 midterm,2014-10-21T00:00:00.000Z
COMP 412 verify LL(1),2014-10-21T00:00:00.000Z
Poop,2014-10-21T00:00:00.000Z
COMP 482 Quiz 8,2014-10-21T00:00:00.000Z
Google Interview Scheduling Email,2014-10-21T00:00:00.000Z
BNSF Application,2014-10-21T00:00:00.000Z
Plan/organize day,2014-10-21T00:00:00.000Z
Turn in STAT 421 midterm,2014-10-21T00:00:00.000Z
COMP 412 remove indirect left recursion,2014-10-22T00:00:00.000Z
COMP 412 remove direct left recursion,2014-10-21T00:00:00.000Z
COMP 412 better error messages in parser,2014-10-21T00:00:00.000Z
STAT 421 problem 4.4,2014-10-21T00:00:00.000Z
STAT 421 problem 4.3,2014-10-21T00:00:00.000Z
COMP 412 run on CLEAR,2014-10-21T00:00:00.000Z
COMP 412 write makefile,2014-10-21T00:00:00.000Z
COMP 412 comment,2014-10-20T00:00:00.000Z
COMP 412 clean up code,2014-10-20T00:00:00.000Z
Shower,2014-10-21T00:00:00.000Z
Poop,2014-10-20T00:00:00.000Z
COMP 412 print stuff neatly,2014-10-20T00:00:00.000Z
COMP 412 fix LL(1) table,2014-10-20T00:00:00.000Z
Watch/Annotate COMP 482 Unit 14 Videos,2014-10-20T00:00:00.000Z
Apply to CIA,2014-10-24T00:00:00.000Z
Poop,2014-10-19T00:00:00.000Z
Work with Connie on COMP 310,2014-10-26T00:00:00.000Z
STAT 421 do problem 1,2014-10-20T00:00:00.000Z
STAT 421 think about problem 4 some more,2014-10-20T00:00:00.000Z
STAT 421 finish write up for problem 3,2014-10-20T00:00:00.000Z
STAT 421 finish write up for problem 2,2014-10-20T00:00:00.000Z
STAT 421 build model for problem 4,2014-10-19T00:00:00.000Z
Plan/organize,2014-10-19T00:00:00.000Z
Go to COMP 412 TA Help Session,2014-10-20T00:00:00.000Z
Watch/Annotate COMP 482 Unit 13 Videos,2014-10-19T00:00:00.000Z
Work on COMP 310 HW 7 with Connie,2014-10-19T00:00:00.000Z
Email Daniel about HW 5 solutions,2014-10-18T00:00:00.000Z
Plan/organize stuff,2014-10-18T00:00:00.000Z
Email Dr.Wong about extension,2014-10-18T00:00:00.000Z
Contact COMP 310 partner,2014-10-17T00:00:00.000Z
COMP 482 write up,2014-10-25T00:00:00.000Z
COMP 482 palindrome,2014-10-18T00:00:00.000Z
COMP 482 subset,2014-10-18T00:00:00.000Z
COMP 482 deque,2014-10-19T00:00:00.000Z
Dinner/Movie with Asad,2014-10-18T00:00:00.000Z
COMP 412 emit LL(1) table as YAML,2014-10-20T00:00:00.000Z
COMP 412 first plus set implementation,2014-10-20T00:00:00.000Z
COMP 412 follow set implementation,2014-10-20T00:00:00.000Z
COMP 412 first set implementation,2014-10-17T00:00:00.000Z
COMP 412 assign symbol types,2014-10-17T00:00:00.000Z
COMP 412 generate IR,2014-10-17T00:00:00.000Z
STAT 421 fix model for problem 2,2014-10-19T00:00:00.000Z
STAT 421 add dates to problem 3 and 4,2014-10-19T00:00:00.000Z
STAT 421 build model for Problem 3,2014-10-19T00:00:00.000Z
Read/Start COMP 482 Assignment 2,2014-10-17T00:00:00.000Z
Check emails,2014-10-17T00:00:00.000Z
Do LiveRamp online interview,2014-10-17T00:00:00.000Z
Organize Room again,2014-10-17T00:00:00.000Z
Apply to more internships,2014-10-16T00:00:00.000Z
Target Run,2014-10-19T00:00:00.000Z
Shower,2014-10-18T00:00:00.000Z
Smores,2014-10-16T00:00:00.000Z
Organize Furniture,2014-10-16T00:00:00.000Z
Print COMP 412 slides,2014-10-16T00:00:00.000Z
Go to COMP 412 Office Hours,2014-10-17T00:00:00.000Z
Do BNSF Assessment,2014-10-16T00:00:00.000Z
Poop,2014-10-16T00:00:00.000Z
Apply to companies through Internships.com,2014-10-15T00:00:00.000Z
Start COMP 412 Recursive Descent Parser,2014-10-15T00:00:00.000Z
Apply to BNSF,2014-10-16T00:00:00.000Z
Look over COMP 482 Midterm Practice,2014-10-15T00:00:00.000Z
Apply to Twitter,2014-10-15T00:00:00.000Z
Look over COMP 482 Practice Problems,2014-10-15T00:00:00.000Z
Review COMP 482 Sorting,2014-10-15T00:00:00.000Z
Review COMP 482 Recurrences,2014-10-15T00:00:00.000Z
Review COMP 482 Trees,2014-10-15T00:00:00.000Z
Apply to KPCB,2014-10-15T00:00:00.000Z
Fix COMP 412 Recursive Descent Parser,2014-10-17T00:00:00.000Z
Discuss COMP 412 with Jonathan,2014-10-15T00:00:00.000Z
Print STAT 421 Midterm,2014-10-14T00:00:00.000Z
Work on COMP 310 with JD,2014-10-16T00:00:00.000Z
Organize/Plan Stuff,2014-10-14T00:00:00.000Z
Fly back from Dallas :'(,2014-10-14T00:00:00.000Z
COMP 482 Midterm Review Session,2014-10-15T00:00:00.000Z
Doctor's Appointment,2014-10-15T00:00:00.000Z
Pack/Prepare for trip,2014-10-10T00:00:00.000Z
Email Daniel,2014-10-09T00:00:00.000Z
Organize Room,2014-10-09T00:00:00.000Z
Finish STAT 421 HW 3,2014-10-09T00:00:00.000Z
Work on COMP 310 with JD,2014-10-09T00:00:00.000Z
Check Email/Organize,2014-10-08T00:00:00.000Z
Pack/Prepare for trip,2014-10-09T00:00:00.000Z
Shave,2014-10-10T00:00:00.000Z
Shower,2014-10-10T00:00:00.000Z
Poop,2014-10-06T00:00:00.000Z
Poop,2014-10-09T00:00:00.000Z
Work on COMP 310 with JD,2014-10-08T00:00:00.000Z
Small Group,2014-10-07T00:00:00.000Z
Work on STAT 421 midterm,2014-10-17T00:00:00.000Z
Organize STAT 421 9/23 and 9/25 notes,2014-10-07T00:00:00.000Z
Watch/Annotate COMP 482 Unit 11 Videos,2014-10-07T00:00:00.000Z
Do COMP 482 WS,2014-10-07T00:00:00.000Z
Email Daniel,2014-10-06T00:00:00.000Z
Work on COMP 310 HW 5 with JD,2014-10-07T00:00:00.000Z
Fix COMP 412 lab 2 control flow,2014-10-06T00:00:00.000Z
Set up COMP 412 Lab 2,2014-10-06T00:00:00.000Z
Decide whether or not to drop STAT 421,2014-10-09T00:00:00.000Z
Email Bertolusso,2014-10-06T00:00:00.000Z
Do COMP 482 WS,2014-10-06T00:00:00.000Z
TV show calendar,2014-10-06T00:00:00.000Z
Contact COMP 310 HW 5 partner,2014-10-06T00:00:00.000Z
Resolve parking card issue,2014-10-06T00:00:00.000Z
Bubble Tea,2014-10-06T00:00:00.000Z
Drive back from Dallas,2014-10-06T00:00:00.000Z
Organize/Plan stuff,2014-10-06T00:00:00.000Z
COMP 412 Lab 2 Q&A Session,2014-10-06T00:00:00.000Z
"Print COMP 412 lectures, COMP 412 Lab2, others",2014-10-06T00:00:00.000Z
Read COMP 412 Lab 2,2014-10-06T00:00:00.000Z
Waxing Appointment,2014-10-02T00:00:00.000Z
Work on STAT 421,2014-10-03T00:00:00.000Z
Comment COMP 310,2014-10-03T00:00:00.000Z
Finish up COMP 310 code,2014-10-03T00:00:00.000Z
Organize Calendar,2014-10-01T00:00:00.000Z
Pack/Prepare,2014-10-02T00:00:00.000Z
Laundry,2014-10-01T00:00:00.000Z
Work on COMP 310 with Lauren,2014-10-01T00:00:00.000Z
Email Daniel,2014-09-30T00:00:00.000Z
Interview,2014-10-01T00:00:00.000Z
Do COMP 482 WS 7,2014-10-01T00:00:00.000Z
Poop,2014-10-01T00:00:00.000Z
Shower,2014-10-01T00:00:00.000Z
Finish STAT 410 HW 3,2014-09-30T00:00:00.000Z
Go over COMP 412 Practice Exam,2014-09-29T00:00:00.000Z
Email Resume to Palantir,2014-09-29T00:00:00.000Z
Palantir Info Session,2014-09-29T00:00:00.000Z
Teahouse with Andrew and Lauren,2014-09-29T00:00:00.000Z
Work on STAT 421 HW 3,2014-10-08T00:00:00.000Z
Review COMP 412 Exercise Questions,2014-09-30T00:00:00.000Z
Finish reading COMP 412 chapter 3.3,2014-09-29T00:00:00.000Z
Turn in graded STAT 310 HW 4,2014-10-01T00:00:00.000Z
Grade STAT 310 HW 4,2014-09-30T00:00:00.000Z
Organize room,2014-09-28T00:00:00.000Z
Shower,2014-09-28T00:00:00.000Z
Poop,2014-09-28T00:00:00.000Z
Make waxing appointment,2014-09-29T00:00:00.000Z
Make doctor's appointment,2014-09-29T00:00:00.000Z
COMP 412 read part of chapter 2,2014-09-27T00:00:00.000Z
Dinner/Coffeeshopping with Asad,2014-09-27T00:00:00.000Z
Finish/Turn in COMP 482 HW 1,2014-09-27T00:00:00.000Z
Work on STAT 410,2014-09-28T00:00:00.000Z
Work on STAT 421,2014-09-27T00:00:00.000Z
Write COMP 482 readme,2014-09-27T00:00:00.000Z
Gather data for COMP 482,2014-09-27T00:00:00.000Z
Finalize COMP 482 code,2014-09-27T00:00:00.000Z
Code COMP 482 HW 1,2014-09-26T00:00:00.000Z
Watch/Annotate COMP 482 Unit 10 Videos,2014-09-30T00:00:00.000Z
Watch/Annotate COMP 482 Unit 9 Videos,2014-09-30T00:00:00.000Z
Finish STAT 421 HW 3 Problem 1,2014-09-26T00:00:00.000Z
Start STAT 421 HW 3,2014-09-26T00:00:00.000Z
Late Night Talk Show,2014-09-26T00:00:00.000Z
Meet with COMP 482 TA,2014-09-26T00:00:00.000Z
Poop,2014-09-26T00:00:00.000Z
Work on COMP 310 with Lauren,2014-09-27T00:00:00.000Z
Lunch with Jessica,2014-09-27T00:00:00.000Z
Read/start/set up STAT 421 HW 3,2014-09-25T00:00:00.000Z
Read/start/set up COMP 310 HW 5,2014-09-27T00:00:00.000Z
Print stuff,2014-09-25T00:00:00.000Z
Start/set up COMP 482 Assignment 1,2014-09-25T00:00:00.000Z
Parking card issue,2014-09-25T00:00:00.000Z
Shower,2014-09-25T00:00:00.000Z
Costco trip,2014-09-25T00:00:00.000Z
Write note to Lucia,2014-09-25T00:00:00.000Z
Get car from Aunt,2014-09-25T00:00:00.000Z
FINISH COMP 310 HW 4,2014-09-25T00:00:00.000Z
Poop,2014-09-24T00:00:00.000Z
Hang out with Jessica,2014-09-24T00:00:00.000Z
Turn in graded STAT 310 HW 3,2014-09-25T00:00:00.000Z
Organize stuff/check and respond to emails,2014-09-24T00:00:00.000Z
Finalize and turn in COMP 412 report,2014-09-24T00:00:00.000Z
Email Jake COMP 412 report,2014-09-24T00:00:00.000Z
Water's Edge with Jessica,2014-09-24T00:00:00.000Z
Work on COMP 412 report,2014-09-23T00:00:00.000Z
Apply to Google,2014-09-23T00:00:00.000Z
Do COMP 482 WS 5,2014-09-23T00:00:00.000Z
Catch up on today's classes,2014-09-23T00:00:00.000Z
Edit Jake's COMP 412 report,2014-09-23T00:00:00.000Z
Finish COMP 412 report,2014-09-24T00:00:00.000Z
Apply to Piazza Careers companies,2014-09-22T00:00:00.000Z
Christine's small group,2014-09-23T00:00:00.000Z
Review all COMP 412 slides/notes,2014-09-29T00:00:00.000Z
COMP 412 read chapter 3,2014-09-28T00:00:00.000Z
COMP 412 finish chapter 2,2014-09-28T00:00:00.000Z
Read COMP 412 chapter 13,2014-09-24T00:00:00.000Z
Read COMP 412 chapter 1,2014-09-23T00:00:00.000Z
Target Run,2014-09-22T00:00:00.000Z
Call Target pharmacy,2014-09-22T00:00:00.000Z
Make study plan for COMP 412,2014-09-22T00:00:00.000Z
Print stuff,2014-09-22T00:00:00.000Z
Work on COMP 310,2014-09-24T00:00:00.000Z
COMP 482 Quiz 4,2014-09-21T00:00:00.000Z
COMP 412 run reports/timing,2014-09-22T00:00:00.000Z
Poop,2014-09-21T00:00:00.000Z
COMP 412 write readme,2014-09-21T00:00:00.000Z
COMP 412 make tar file,2014-09-21T00:00:00.000Z
Install/set up print again,2014-09-20T00:00:00.000Z
Do COMP 412 lab report template,2014-09-20T00:00:00.000Z
Read COMP 412 report requirements,2014-09-20T00:00:00.000Z
COMP 412 work on writing report,2014-09-22T00:00:00.000Z
Email COMP 412 TA makefile,2014-09-20T00:00:00.000Z
Get water,2014-09-20T00:00:00.000Z
Annotate COMP 482 Unit 8 Videos,2014-09-20T00:00:00.000Z
Annotate COMP 482 Unit 7 Videos,2014-09-20T00:00:00.000Z
Turn in COMP 412 Lab 1,2014-09-21T00:00:00.000Z
Shower,2014-09-21T00:00:00.000Z
Hang out at Jessica's House,2014-09-20T00:00:00.000Z
Work on COMP 310 with Jake,2014-09-20T00:00:00.000Z
Lunch with Ethan's Parents,2014-09-20T00:00:00.000Z
Meeting with Daniel,2014-09-22T00:00:00.000Z
COMP 412 write script for testing,2014-09-22T00:00:00.000Z
Financial Aid Thank You Note,2014-09-19T00:00:00.000Z
Submit COMP 310 HW 3,2014-09-19T00:00:00.000Z
Study/prepare for interview,2014-09-18T00:00:00.000Z
HBK interview,2014-09-19T00:00:00.000Z
Grade STAT 310 HW 3,2014-09-24T00:00:00.000Z
Tell Jake to Submit STAT 421 HW 2,2014-09-18T00:00:00.000Z
Poop,2014-09-18T00:00:00.000Z
Buy Umbrella,2014-09-18T00:00:00.000Z
Do COMP 482 WS 4,2014-09-20T00:00:00.000Z
Write COMP 310 HW 3 Readme,2014-09-18T00:00:00.000Z
Comment COMP 310 HW 3,2014-09-18T00:00:00.000Z
Submit STAT 421 HW 2,2014-09-18T00:00:00.000Z
Scan STAT 421 problem 3,2014-09-18T00:00:00.000Z
Print resume before HBK info session,2014-09-18T00:00:00.000Z
Finish STAT 421 HW 2,2014-09-17T00:00:00.000Z
Poop,2014-09-16T00:00:00.000Z
Work on COMP 310 with Laura,2014-09-17T00:00:00.000Z
Turn in graded STAT 310 HW 2,2014-09-16T00:00:00.000Z
Work on COMP 310 with Laura,2014-09-16T00:00:00.000Z
Finish grading STAT 310 HW 2,2014-09-16T00:00:00.000Z
COMP 412 fix issues with report1,2014-09-19T00:00:00.000Z
COMP 412 finish commenting Allocator,2014-09-16T00:00:00.000Z
Work on STAT 421 problem 2,2014-09-16T00:00:00.000Z
Finish STAT 421 problem 3,2014-09-15T00:00:00.000Z
HBK Info Session,2014-09-18T00:00:00.000Z
Counseling session,2014-09-23T00:00:00.000Z
Doctor's appointment,2014-09-22T00:00:00.000Z
COMP 412 Help Session,2014-09-15T00:00:00.000Z
Grade STAT 310 HW 2,2014-09-15T00:00:00.000Z
Do COMP 482 WS 3,2014-09-20T00:00:00.000Z
Poop,2014-09-14T00:00:00.000Z
Shower,2014-09-15T00:00:00.000Z
Finish STAT 410 HW 2,2014-09-15T00:00:00.000Z
COMP 412 comments,2014-09-15T00:00:00.000Z
COMP 482 unit 6 video annotations,2014-09-14T00:00:00.000Z
Email Daniel about STAT 310 HW 2 Answers,2014-09-15T00:00:00.000Z
Make doctors appointment,2014-09-15T00:00:00.000Z
Make counseling session,2014-09-15T00:00:00.000Z
Work on STAT 410 HW 2,2014-09-14T00:00:00.000Z
Work on STAT 410 HW 2,2014-09-13T00:00:00.000Z
COMP 412 write ILOC block,2014-09-21T00:00:00.000Z
Do Toll payment thing,2014-09-15T00:00:00.000Z
Email Lung about help session,2014-09-13T00:00:00.000Z
Annotate COMP 482 Unit 6 Videos,2014-09-14T00:00:00.000Z
Go back to Rice,2014-09-13T00:00:00.000Z
Do car stuff with uncle,2014-09-13T00:00:00.000Z
Poop,2014-09-12T00:00:00.000Z
Pick up the remainder of STAT 310 HW,2014-09-15T00:00:00.000Z
Update timesheet,2014-09-11T00:00:00.000Z
Go to Aunt's house,2014-09-12T00:00:00.000Z
Write check to Aunt,2014-09-11T00:00:00.000Z
COMP 412 makefile/run on clear,2014-09-21T00:00:00.000Z
Email HBK,2014-09-12T00:00:00.000Z
Work on COMP 310 HW 3 with Laura,2014-09-14T00:00:00.000Z
Start STAT 410 HW 2,2014-09-12T00:00:00.000Z
Annotate COMP 482 unit 5 videos,2014-09-12T00:00:00.000Z
Set up COMP 310 HW 3,2014-09-11T00:00:00.000Z
Work on COMP 482 WS 2,2014-09-12T00:00:00.000Z
COMP 412 fix optimization error,2014-09-15T00:00:00.000Z
Write OOP essay,2014-09-11T00:00:00.000Z
Organize career fair stuff,2014-09-11T00:00:00.000Z
Apply to companies,2014-09-11T00:00:00.000Z
Work on COMP 310 HW 2 with Sean,2014-09-11T00:00:00.000Z
Organize stuff,2014-09-10T00:00:00.000Z
Grade STAT 310,2014-09-10T00:00:00.000Z
Turn in graded STAT 310 HW 1 to Daniel,2014-09-11T00:00:00.000Z
Pick up STAT 310 HW 1 to grade,2014-09-10T00:00:00.000Z
Look at COMP 482 Problem Set 2,2014-09-10T00:00:00.000Z
COMP 412 do k=2,2014-09-19T00:00:00.000Z
Update unofficial transcript,2014-09-11T00:00:00.000Z
Update CSters Resume Book,2014-09-10T00:00:00.000Z
Annotate COMP 482 Videos,2014-09-10T00:00:00.000Z
Update resume,2014-09-09T00:00:00.000Z
Shower,2014-09-10T00:00:00.000Z
Poop,2014-09-09T00:00:00.000Z
Talk to Nicholas about compilers,2014-09-09T00:00:00.000Z
Understand STAT 421 slides,2014-09-09T00:00:00.000Z
