title,date
COMP 440 - go over MDP slides,2015-09-27T00:00:00.000Z
COMP 440 - turn in homework 3,2015-09-28T00:00:00.000Z
COMP 440 - format homework 3,2015-09-27T00:00:00.000Z
COMP 440 - homework 3 problem 2,2015-09-27T00:00:00.000Z
ToDo - poop,2015-09-26T00:00:00.000Z
ToDo - salesforce applications,2015-09-26T00:00:00.000Z
COMP 440 - homework 3 problem 1,2015-09-27T00:00:00.000Z
ToDo - interview with FactSet,2015-09-30T00:00:00.000Z
ToDo - interview with Google,2015-10-09T00:00:00.000Z
ToDo - emails / calendar,2015-09-26T00:00:00.000Z
STAT 444 - work on STAT project with Leo,2015-09-26T00:00:00.000Z
ToDo - shower,2015-09-26T00:00:00.000Z
ToDo - shower,2015-09-24T00:00:00.000Z
ToDo - poop,2015-09-23T00:00:00.000Z
COMP 440 - take quiz,2015-09-25T00:00:00.000Z
ToDo - email Uber recruiters,2015-09-26T00:00:00.000Z
ToDo - shower,2015-09-23T00:00:00.000Z
ToDo - target run,2015-09-23T00:00:00.000Z
STAT 444 - transcribe notes (9/17),2015-09-23T00:00:00.000Z
STAT 444 - transcribe notes (9/10),2015-09-22T00:00:00.000Z
ToDo - emails,2015-09-23T00:00:00.000Z
STAT 444 - print homework 2,2015-09-22T00:00:00.000Z
ToDo - pick up new birth control,2015-09-23T00:00:00.000Z
ToDo - shower,2015-09-22T00:00:00.000Z
ToDo - poop,2015-09-22T00:00:00.000Z
ToDo - shower,2015-09-21T00:00:00.000Z
STAT 444 - PRINT WRITE UP,2015-09-22T00:00:00.000Z
STAT 444 - FINISH WRITE UP,2015-09-22T00:00:00.000Z
STAT 444 - print homework 1 code,2015-09-21T00:00:00.000Z
STAT 280 - grade homework 4,2015-09-23T00:00:00.000Z
ToDo - book flight to Austin,2015-09-26T00:00:00.000Z
ToDo - fill out Bloomberg application,2015-09-26T00:00:00.000Z
ToDo - email mom back,2015-09-21T00:00:00.000Z
ToDo - send transcript to Google,2015-09-23T00:00:00.000Z
ToDo - phone call with Google recruiter,2015-09-25T00:00:00.000Z
ToDo - take Two Sigma coding test,2015-09-29T00:00:00.000Z
ToDo - other emails,2015-09-21T00:00:00.000Z
STAT 444 - get notes from recitation 9/21,2015-09-21T00:00:00.000Z
STAT 444 - set up R,2015-09-20T00:00:00.000Z
ToDo - calendar,2015-09-18T00:00:00.000Z
ToDo - counseling appointment,2015-09-24T00:00:00.000Z
ToDo - emails,2015-09-18T00:00:00.000Z
ToDo - emails,2015-09-17T00:00:00.000Z
ToDo - email Bloomberg recruiter about application,2015-09-21T00:00:00.000Z
ToDo - email Uber recruiter about on-site interview date,2015-09-21T00:00:00.000Z
ToDo - poop,2015-09-17T00:00:00.000Z
ToDo - start laundry,2015-09-16T00:00:00.000Z
LING 216 - take vocab quiz 2,2015-09-20T00:00:00.000Z
ToDo - calendar,2015-09-16T00:00:00.000Z
ToDo - fill up car radiator,2015-09-17T00:00:00.000Z
ToDo - finish laundry,2015-09-17T00:00:00.000Z
ToDo - pack,2015-09-17T00:00:00.000Z
STAT 444 - work on homework 1 with Leo,2015-09-21T00:00:00.000Z
STAT 444 - get notes from Jake (9/17),2015-09-22T00:00:00.000Z
ToDo - email Indeed recruiter,2015-09-16T00:00:00.000Z
ToDo - pick up car,2015-09-16T00:00:00.000Z
COMP 440 - take quiz #4,2015-09-20T00:00:00.000Z
ToDo - interview with Indeed,2015-09-17T00:00:00.000Z
COLL 108 - write weekly reflection,2015-09-21T00:00:00.000Z
ToDo - start applications on RiceLink,2015-09-26T00:00:00.000Z
COMP 440 - print homework 3,2015-09-16T00:00:00.000Z
COMP 440 - start homework 3,2015-09-17T00:00:00.000Z
STAT 280 - grade more homework 2,2015-09-15T00:00:00.000Z
ToDo - make car appointment,2015-09-14T00:00:00.000Z
STAT 280 - grade homework,2015-09-15T00:00:00.000Z
ToDo - buy LEGO set,2015-09-14T00:00:00.000Z
ToDo - CVS run,2015-09-14T00:00:00.000Z
ToDo - take in trash,2015-09-16T00:00:00.000Z
ToDo - eat,2015-09-14T00:00:00.000Z
ToDo - poop,2015-09-11T00:00:00.000Z
ToDo - shower,2015-09-14T00:00:00.000Z
ToDo - poop,2015-09-14T00:00:00.000Z
COLL 108 - email weekly reflection to Franklin,2015-09-14T00:00:00.000Z
ToDo - move psychiatric appointment to another date,2015-09-15T00:00:00.000Z
ToDo - emails,2015-09-14T00:00:00.000Z
COMP 440 - turn in homework 2,2015-09-15T00:00:00.000Z
COMP 440 - work on homework 2,2015-09-15T00:00:00.000Z
STAT 444 - organize / combine all notes,2015-09-22T00:00:00.000Z
STAT 444 - get notes from Jake (9/10),2015-09-15T00:00:00.000Z
ToDo - shower,2015-09-11T00:00:00.000Z
ToDo - eat,2015-09-11T00:00:00.000Z
ToDo - poop,2015-09-09T00:00:00.000Z
ToDo - emails,2015-09-11T00:00:00.000Z
COMP 440 - upload PacWar blog to OwlSpace before 8,2015-09-10T00:00:00.000Z
COMP 440 - code up genetic algorithm,2015-09-10T00:00:00.000Z
ToDo - Two Sigma phone screen,2015-09-18T00:00:00.000Z
LING 216 - take vocab quiz 1,2015-09-11T00:00:00.000Z
ToDo - update resume,2015-09-10T00:00:00.000Z
ToDo - emails,2015-09-10T00:00:00.000Z
ToDo - turn in PacWar blog,2015-09-11T00:00:00.000Z
COMP 440 - write PacWar blog,2015-09-10T00:00:00.000Z
COMP 440 - work on PacWar with Yun,2015-09-10T00:00:00.000Z
ToDo - finish packing,2015-09-10T00:00:00.000Z
ToDo - finish laundry,2015-09-09T00:00:00.000Z
COMP 440 - take quiz #3,2015-09-15T00:00:00.000Z
ToDo - LinkedIn Phone Interview,2015-09-11T00:00:00.000Z
ToDo - review LinkedIn Interview material,2015-09-11T00:00:00.000Z
COMP 440 - work on hw 2 some more,2015-09-08T00:00:00.000Z
COMP 440 - set up PacWar stuff,2015-09-08T00:00:00.000Z
ToDo - confirm pickup time with Michelle,2015-09-09T00:00:00.000Z
ToDo - take out trash,2015-09-14T00:00:00.000Z
COLL 108 - write weekly reflection assignment,2015-09-10T00:00:00.000Z
ToDo - laundry,2015-09-08T00:00:00.000Z
COMP 440 - work on homework 2 with Yun,2015-09-09T00:00:00.000Z
STAT 444 - work on hw 1 with Leo,2015-09-09T00:00:00.000Z
ToDo - shower,2015-09-08T00:00:00.000Z
STAT 444 - print competition description,2015-09-08T00:00:00.000Z
ToDo - Uber phone interview,2015-09-11T00:00:00.000Z
ToDo - pack,2015-09-09T00:00:00.000Z
ToDo - shower,2015-09-09T00:00:00.000Z
ToDo - shower,2015-09-07T00:00:00.000Z
ToDo - poop,2015-09-08T00:00:00.000Z
ToDo - psychiatric appointment,2015-09-28T00:00:00.000Z
ToDo - counseling appointment,2015-09-16T00:00:00.000Z
ToDo - ask Christopher about bus travel plans,2015-09-09T00:00:00.000Z
ToDo - order phone case for Matthew,2015-09-08T00:00:00.000Z
ToDo - move Amazon subscribe and save dates,2015-09-08T00:00:00.000Z
COLL 108 - ask Franklin to catch up in class,2015-09-08T00:00:00.000Z
COMP 440 -  read Pacwar description,2015-09-08T00:00:00.000Z
"ToDo - get keys, wallet, car from Rice",2015-09-07T00:00:00.000Z
COMP 440 - start assignment 2,2015-09-06T00:00:00.000Z
STAT 444 - try hw 1 problem 1 again,2015-09-08T00:00:00.000Z
ToDo - take car to check engine light,2015-09-16T00:00:00.000Z
ToDo - shower,2015-09-06T00:00:00.000Z
ToDo - take car to Autozone,2015-09-06T00:00:00.000Z
ToDo - poop,2015-09-05T00:00:00.000Z
COMP 440 - set up assignment 2,2015-09-06T00:00:00.000Z
ToDo - fix calendar,2015-09-04T00:00:00.000Z
ToDo - fix schedule again,2015-09-04T00:00:00.000Z
ToDo - make bed,2015-09-04T00:00:00.000Z
ToDo - shower,2015-09-04T00:00:00.000Z
ToDo - reorganize room,2015-09-04T00:00:00.000Z
ToDo - calendar,2015-09-04T00:00:00.000Z
ToDo - waxing appointment,2015-09-09T00:00:00.000Z
ToDo - wash sheets,2015-09-04T00:00:00.000Z
ToDo - phone call with Leanplum,2015-09-09T00:00:00.000Z
COMP 311 - special register,2015-09-04T00:00:00.000Z
ToDo - shower,2015-09-03T00:00:00.000Z
WORK - email Rodney,2015-09-04T00:00:00.000Z
ToDo - emails,2015-09-03T00:00:00.000Z
ToDo - make waxing appointment,2015-09-04T00:00:00.000Z
ToDo - ask Michelle for ride to airport,2015-09-08T00:00:00.000Z
ToDo - review / finalize travel plans,2015-09-09T00:00:00.000Z
ToDo - print resumes for career fair,2015-09-14T00:00:00.000Z
ToDo - Career Fair,2015-09-15T00:00:00.000Z
ToDo - move bed back,2015-09-03T00:00:00.000Z
STAT 444 - print assignment 1,2015-09-03T00:00:00.000Z
COMP 440 - read over assignment 2,2015-09-06T00:00:00.000Z
COMP 440 - print assignment 2,2015-09-04T00:00:00.000Z
COMP 440 - download assignment 2,2015-09-04T00:00:00.000Z
COMP 440 - TURN IN ASSIGNMENT 1 (before 8 PM),2015-09-04T00:00:00.000Z
STAT 444 - transcribe notes from Leo (9/1),2015-09-03T00:00:00.000Z
ToDo - mail checks,2015-09-04T00:00:00.000Z
ToDo - phone call with Two Sigma,2015-09-04T00:00:00.000Z
STAT 444 - meet with Leo to work on hw 1,2015-09-04T00:00:00.000Z
WORK - email Marcos,2015-09-04T00:00:00.000Z
ToDo - deal with parking ticket,2015-09-03T00:00:00.000Z
COMP 440 - tell partner about schedule for next week,2015-09-04T00:00:00.000Z
COMP 440 - clean up and zip up hw1,2015-09-03T00:00:00.000Z
COMP 440 - finish hw1 write up,2015-09-03T00:00:00.000Z
ToDo - fill out Capital One Careers profile,2015-09-29T00:00:00.000Z
ToDo - phone call with LinkedIn,2015-09-04T00:00:00.000Z
ToDo - reply to emails,2015-09-02T00:00:00.000Z
ToDo - pay rent to Nam,2015-09-03T00:00:00.000Z
ToDo - email Marcos about not being able to come in tomorrow,2015-09-01T00:00:00.000Z
WORK - PROS first day,2015-09-01T00:00:00.000Z
COMP 440 - take quiz 2,2015-09-03T00:00:00.000Z
ToDo - pay bill on Esther,2015-09-03T00:00:00.000Z
ToDo - reply to Anthea (LinkedIn),2015-09-01T00:00:00.000Z
COMP 440 - meet with partner to go over homework 1,2015-09-02T00:00:00.000Z
ToDo - make appointment with STAT advisor,2015-09-17T00:00:00.000Z
COMP 440 - start problem 1,2015-08-31T00:00:00.000Z
ToDo - poop,2015-08-31T00:00:00.000Z
ToDo - shower,2015-08-31T00:00:00.000Z
ToDo - make psychiatric appointment,2015-09-08T00:00:00.000Z
ToDo - make counseling appointment,2015-09-08T00:00:00.000Z
ToDo - help Jake with stat,2015-08-29T00:00:00.000Z
COMP 440 - hw1 problem 4,2015-09-03T00:00:00.000Z
ToDo - cancel Apple Music subscription,2015-12-12T00:00:00.000Z
ToDo - poop,2015-08-29T00:00:00.000Z
ToDo - shower,2015-08-29T00:00:00.000Z
ToDo - pick up rental bike,2015-08-29T00:00:00.000Z
STAT 280 - grade homework 2,2015-09-14T00:00:00.000Z
STAT 280 - grade homework 1,2015-09-14T00:00:00.000Z
ToDo - restructure notes again,2015-08-29T00:00:00.000Z
COMP 440 - read ch 3.4,2015-08-28T00:00:00.000Z
COMP 440 - read ch 3.1-3.3,2015-08-27T00:00:00.000Z
COMP 440 - look over lecture slides (9/1),2015-09-01T00:00:00.000Z
STAT 444 - ask Leo for notes (9/1),2015-09-03T00:00:00.000Z
ToDo - shower,2015-08-27T00:00:00.000Z
ToDo - shower,2015-08-26T00:00:00.000Z
ToDo - move notes to OneNote,2015-08-27T00:00:00.000Z
LING 216 - get textbook,2015-08-28T00:00:00.000Z
LING 216 - print syllabus,2015-08-27T00:00:00.000Z
ToDo - apply for bike rental,2015-08-26T00:00:00.000Z
ToDo - find social security card for PROS,2015-08-31T00:00:00.000Z
STAT 280 - grader meeting with Nicolas,2015-08-28T00:00:00.000Z
COMP 440 - read ch 3.5-3.7,2015-08-31T00:00:00.000Z
"COMP 440 - read ch 2.4, 2.5",2015-08-27T00:00:00.000Z
"COMP 440 - read ch 1.1-1.5, 2.1-2.3",2015-08-26T00:00:00.000Z
ToDo - make small box for ear plugs,2015-08-27T00:00:00.000Z
ToDo - go to post office to mail phone to brobro and thank you card,2015-08-26T00:00:00.000Z
ToDo - sell compilers textbook to Eric,2015-08-26T00:00:00.000Z
ToDo - pick another D2 and drop ECON,2015-08-26T00:00:00.000Z
ToDo - poop,2015-08-25T00:00:00.000Z
ToDo - shower,2015-08-25T00:00:00.000Z
COMP 440 - get textbook on mac,2015-08-25T00:00:00.000Z
ToDo - uninstall Microsoft Office 2010,2015-08-25T00:00:00.000Z
COMP 440 - download pacwar,2015-08-29T00:00:00.000Z
ECON 100 - get rid of ECON 100 stuff,2015-08-26T00:00:00.000Z
ECON 100 - email professor about Aplia,2015-08-25T00:00:00.000Z
ECON 100 - sign up for Aplia,2015-08-25T00:00:00.000Z
STAT 444 - work on homework 0 with Leo,2015-08-28T00:00:00.000Z
STAT 444 - find partner,2015-08-25T00:00:00.000Z
STAT 444 - print assignment 0,2015-08-25T00:00:00.000Z
STAT 444 - enter dates,2015-08-25T00:00:00.000Z
STAT 444 - read syllabus,2015-08-25T00:00:00.000Z
LPAP 170 - find book and email professor,2015-08-25T00:00:00.000Z
LPAP 170 - read syllabus,2015-08-25T00:00:00.000Z
LPAP 137 - read syllabus,2015-08-25T00:00:00.000Z
ECON 100 - enter dates,2015-08-25T00:00:00.000Z
ECON 100 - read syllabus,2015-08-25T00:00:00.000Z
COMP 440 - read assignment 1,2015-08-29T00:00:00.000Z
COMP 440 - take quiz,2015-08-26T00:00:00.000Z
COMP 440 - enter dates,2015-08-26T00:00:00.000Z
COMP 440 - read syllabus,2015-08-25T00:00:00.000Z
COMP 440 - get textbook,2015-08-25T00:00:00.000Z
ToDo - schedule meeting with Nicolas for STAT 280,2015-08-25T00:00:00.000Z
ToDo - print STAT 444 syllabus,2015-08-25T00:00:00.000Z
ToDo - email Auntie Maria,2015-08-25T00:00:00.000Z
ToDo - drop COMP 330,2015-08-25T00:00:00.000Z
ToDo - poop,2015-08-23T00:00:00.000Z
ToDo - shower,2015-08-23T00:00:00.000Z
ToDo - finish laundry,2015-08-25T00:00:00.000Z
ToDo - research Rice OC shuttle schedule,2015-08-25T00:00:00.000Z
ToDo - tell professors about absence next Tuesday (9/1),2015-08-27T00:00:00.000Z
ToDo - Uber interview,2015-08-31T00:00:00.000Z
ToDo - prepare for Uber interview,2015-08-31T00:00:00.000Z
ToDo - find passport for PROS,2015-08-31T00:00:00.000Z
ToDo - follow up Esteban's message,2015-08-25T00:00:00.000Z
ToDo - fix chair (temp),2015-08-24T00:00:00.000Z
ToDo - do things about justin's email,2015-08-24T00:00:00.000Z
ToDo - hang up Christmas lights,2015-08-25T00:00:00.000Z
ToDo - activate new credit card,2015-08-24T00:00:00.000Z
ToDo - message Estaban about Capital One referral,2015-08-24T00:00:00.000Z
ToDo - emails,2015-08-24T00:00:00.000Z
ToDo - get paper for printer,2015-08-24T00:00:00.000Z
ToDo - organize room,2015-08-24T00:00:00.000Z
ToDo - get birth control,2015-08-24T00:00:00.000Z
ToDo - shopping,2015-08-24T00:00:00.000Z
"ToDo - initial moving in stuff, etc.",2015-08-23T00:00:00.000Z
ToDo - unpack rest of room,2015-08-24T00:00:00.000Z
ToDo - reply to STAT 280 grader emails,2015-08-23T00:00:00.000Z
ToDo - fly to Dallas,2015-08-22T00:00:00.000Z
ToDo - gather documents for PROS,2015-08-24T00:00:00.000Z
ToDo - fill out PROS forms,2015-08-24T00:00:00.000Z
ToDo - read PROS email,2015-08-24T00:00:00.000Z
ToDo - journal,2015-08-19T00:00:00.000Z
ToDo - shower,2015-08-19T00:00:00.000Z
ToDo - write thank you card to Lum,2015-08-26T00:00:00.000Z
ToDo - buy thank you cards,2015-08-19T00:00:00.000Z
ToDo - move tasks for new school year to reminders,2015-08-18T00:00:00.000Z
ToDo - shower,2015-08-18T00:00:00.000Z
ToDo - poop,2015-08-17T00:00:00.000Z
ToDo - email Uber recruiter about scheduling interview,2015-08-18T00:00:00.000Z
ToDo - shower,2015-08-16T00:00:00.000Z
ToDo - get ready for great america,2015-08-16T00:00:00.000Z
ToDo - clean room,2015-08-22T00:00:00.000Z
ToDo - pack,2015-08-22T00:00:00.000Z
ToDo - laundry,2015-08-24T00:00:00.000Z
ToDo - tell Auntie Maria about flight time (10:20 AM),2015-08-17T00:00:00.000Z
ToDo - dinner with Auntie Maria,2015-08-17T00:00:00.000Z
ToDo - poop,2015-08-14T00:00:00.000Z
ToDo - journal,2015-08-18T00:00:00.000Z
ToDo - shower,2015-08-14T00:00:00.000Z
ToDo - buy laptop case,2015-08-13T00:00:00.000Z
ToDo - call capital one about fraud,2015-08-13T00:00:00.000Z
ToDo - poop,2015-08-12T00:00:00.000Z
ToDo - set up hang out with Nick and Lawrence,2015-08-13T00:00:00.000Z
ToDo - email AppDynamics about not being able to attend open house,2015-08-13T00:00:00.000Z
ToDo - shower,2015-08-12T00:00:00.000Z
ToDo - poop,2015-08-11T00:00:00.000Z
ToDo - unpack new laptop!,2015-08-10T00:00:00.000Z
ToDo - update timesheet,2015-08-09T00:00:00.000Z
ToDo - upload pictures from phone,2015-08-18T00:00:00.000Z
ToDo - email resume to Victoria,2015-08-09T00:00:00.000Z
ToDo - update resume again,2015-08-09T00:00:00.000Z
ToDo - laundry,2015-08-09T00:00:00.000Z
ToDo - work on talk,2015-08-09T00:00:00.000Z
ToDo - work on slides,2015-08-09T00:00:00.000Z
ToDo - shower,2015-08-09T00:00:00.000Z
ToDo - pack / prepare for boating,2015-08-09T00:00:00.000Z
ToDo - email Justin Uber recipts from yesterday,2015-08-09T00:00:00.000Z
ToDo - email about Uber ride from May,2015-08-12T00:00:00.000Z
ToDo - shower,2015-08-08T00:00:00.000Z
ToDo - pack / get ready for sailing,2015-08-08T00:00:00.000Z
ToDo - poop,2015-08-06T00:00:00.000Z
ToDo - go to BoA and change address on savings account,2015-08-07T00:00:00.000Z
ToDo - email Uber receipt to Justin,2015-08-07T00:00:00.000Z
ToDo - complain to Uber support about ride this morning,2015-08-06T00:00:00.000Z
ToDo - calendar,2015-08-06T00:00:00.000Z
ToDo - return Capital One's call,2015-08-06T00:00:00.000Z
ToDo - shower,2015-08-05T00:00:00.000Z
ToDo - poop,2015-08-05T00:00:00.000Z
ToDo - WORK ON PRESENTATION,2015-08-05T00:00:00.000Z
ToDo - upload more verification documents for capital one,2015-08-05T00:00:00.000Z
ToDo - catch up on work stuff,2015-08-04T00:00:00.000Z
ToDo - update resume,2015-08-06T00:00:00.000Z
ToDo - journal,2015-08-04T00:00:00.000Z
ToDo - email resume to Uber,2015-08-07T00:00:00.000Z
ToDo - buy supplies on Amazon,2015-08-03T00:00:00.000Z
ToDo - shower,2015-08-03T00:00:00.000Z
ToDo - call capital one about fraudulent,2015-08-03T00:00:00.000Z
ToDo - clean work computer of personal documents,2015-08-21T00:00:00.000Z
ToDo - activate capital one card,2015-08-13T00:00:00.000Z
ToDo - go to apple store to look at macs,2015-08-10T00:00:00.000Z
ToDo - email meal plan confirmation,2015-08-03T00:00:00.000Z
ToDo - email identification documents to Capital One,2015-08-03T00:00:00.000Z
ToDo - plan travel / time to watch Paper Towns,2015-08-02T00:00:00.000Z
ToDo - poop,2015-08-02T00:00:00.000Z
ToDo - shower,2015-08-01T00:00:00.000Z
ToDo - calendar,2015-08-02T00:00:00.000Z
ToDo - plan travel to/from SF tomorrow,2015-07-31T00:00:00.000Z
ToDo - research travel to haircut,2015-07-31T00:00:00.000Z
ToDo - call Capital One about credit card,2015-08-03T00:00:00.000Z
ToDo - create plans with Cindy,2015-07-31T00:00:00.000Z
ToDo - confirm plans with Rachel,2015-07-31T00:00:00.000Z
ToDo - email Eric's resume,2015-07-31T00:00:00.000Z
ToDo - plan Saturday with Rachel,2015-07-29T00:00:00.000Z
ToDo - poop,2015-07-28T00:00:00.000Z
ToDo - email H&D about meal plan,2015-07-28T00:00:00.000Z
ToDo - email Rice Cashier about tuition question,2015-07-28T00:00:00.000Z
ToDo - prepare for hike,2015-07-28T00:00:00.000Z
ToDo - shower,2015-07-28T00:00:00.000Z
ToDo - journal,2015-08-03T00:00:00.000Z
ToDo - shower,2015-07-30T00:00:00.000Z
ToDo - poop,2015-07-27T00:00:00.000Z
ToDo - try out Jet,2015-07-28T00:00:00.000Z
ToDo - get mail,2015-07-27T00:00:00.000Z
ToDo - wash dishes,2015-07-27T00:00:00.000Z
ToDo - journal,2015-07-27T00:00:00.000Z
ToDo - calendar,2015-07-27T00:00:00.000Z
ToDo - water plants,2015-07-27T00:00:00.000Z
ToDo - check mail,2015-07-26T00:00:00.000Z
ToDo - eat,2015-07-24T00:00:00.000Z
ToDo - get dressed,2015-07-24T00:00:00.000Z
ToDo - get mail,2015-07-24T00:00:00.000Z
ToDo - check in at hotel,2015-07-24T00:00:00.000Z
ToDo - pack,2015-07-24T00:00:00.000Z
ToDo - email Todd about Vanguard,2015-07-24T00:00:00.000Z
ToDo - submit timesheet,2015-07-24T00:00:00.000Z
ToDo - calendar,2015-07-24T00:00:00.000Z
ToDo - poop,2015-07-24T00:00:00.000Z
ToDo - shower,2015-07-24T00:00:00.000Z
ToDo - call mom,2015-07-22T00:00:00.000Z
ToDo - skim over the 4 spiritual laws,2015-08-12T00:00:00.000Z
ToDo - tell Sam I will not be home over the weekend,2015-07-24T00:00:00.000Z
ToDo - water two plants,2015-07-24T00:00:00.000Z
ToDo - close all windows,2015-07-24T00:00:00.000Z
ToDo - schedule ToDo's for house,2015-07-22T00:00:00.000Z
ToDo - calendar,2015-07-22T00:00:00.000Z
ToDo - journal,2015-07-24T00:00:00.000Z
ToDo - shower,2015-07-22T00:00:00.000Z
ToDo - get weed,2015-07-22T00:00:00.000Z
ToDo - talk to Auntie Maria about them leaving (again :/),2015-07-21T00:00:00.000Z
ToDo - email Uber receipt to Justin ,2015-07-22T00:00:00.000Z
ToDo - book hotel for this weekend,2015-07-21T00:00:00.000Z
ToDo - wash comforter ,2015-07-22T00:00:00.000Z
ToDo - shower,2015-07-20T00:00:00.000Z
ToDo - poop,2015-07-18T00:00:00.000Z
ToDo - poop,2015-07-20T00:00:00.000Z
ToDo - call dad,2015-07-20T00:00:00.000Z
ToDo - make bed,2015-07-20T00:00:00.000Z
ToDo - call Vanguard about opting out of 401K,2015-07-28T00:00:00.000Z
ToDo - journal,2015-07-20T00:00:00.000Z
ToDo - talk to Lum's about their going away,2015-07-20T00:00:00.000Z
ToDo - install Microsoft 365 on laptop,2015-07-20T00:00:00.000Z
ToDo - wash sheets,2015-07-20T00:00:00.000Z
ToDo - plan how to get weed,2015-07-20T00:00:00.000Z
ToDo - get ready for bed,2015-07-19T00:00:00.000Z
ToDo - decide on meal plan,2015-07-20T00:00:00.000Z
ToDo - pay tuition ,2015-08-03T00:00:00.000Z
ToDo - ask Christopher about this weekend,2015-07-19T00:00:00.000Z
ToDo - unpack ,2015-07-19T00:00:00.000Z
ToDo - get ready for work tomorrow,2015-07-19T00:00:00.000Z
ToDo - journal,2015-07-19T00:00:00.000Z
ToDo - calendar,2015-07-17T00:00:00.000Z
ToDo - shower,2015-07-17T00:00:00.000Z
ToDo - fly to NYC,2015-07-17T00:00:00.000Z
ToDo - go to SFO,2015-07-17T00:00:00.000Z
ToDo - poop again,2015-07-17T00:00:00.000Z
ToDo - ask Sean about flight info,2015-07-16T00:00:00.000Z
ToDo - haircut,2015-07-31T00:00:00.000Z
ToDo - make waxing appointment,2015-07-16T00:00:00.000Z
ToDo - make haircut appointment,2015-07-16T00:00:00.000Z
ToDo - waxing appointment,2015-07-16T00:00:00.000Z
ToDo - call Capital One to change shipping address,2015-07-16T00:00:00.000Z
ToDo - order new Google Wallet card,2015-07-15T00:00:00.000Z
ToDo - create Capital One credit card,2015-07-15T00:00:00.000Z
ToDo - activate new credit care,2015-07-15T00:00:00.000Z
ToDo - poop,2015-07-16T00:00:00.000Z
ToDo - shower,2015-07-16T00:00:00.000Z
ToDo - call with LinkedIn,2015-07-15T00:00:00.000Z
ToDo - set up LinkedIn chat,2015-07-14T00:00:00.000Z
ToDo - clean bathroom,2015-07-14T00:00:00.000Z
ToDo - shower,2015-07-14T00:00:00.000Z
ToDo - poop,2015-07-14T00:00:00.000Z
ToDo - call to change residency interview time,2015-07-14T00:00:00.000Z
ToDo - residency interview,2015-07-20T00:00:00.000Z
ToDo - plan day,2015-07-14T00:00:00.000Z
ToDo - emails / messages,2015-07-14T00:00:00.000Z
ToDo - calendar,2015-07-14T00:00:00.000Z
ToDo - plan for commute to SFO,2015-07-17T00:00:00.000Z
ToDO - emails,2015-07-12T00:00:00.000Z
ToDo - help jeffrey,2015-07-12T00:00:00.000Z
ToDo - call parents,2015-07-12T00:00:00.000Z
ToDo - poop,2015-07-12T00:00:00.000Z
ToDo - shower,2015-07-12T00:00:00.000Z
ToDo - update spendings spreadsheet,2015-07-20T00:00:00.000Z
ToDo - get medicine,2015-07-10T00:00:00.000Z
ToDo - journal,2015-07-14T00:00:00.000Z
ToDo - calendar,2015-07-10T00:00:00.000Z
ToDo - pack for weekend,2015-07-10T00:00:00.000Z
ToDo - pack for NYC,2015-07-17T00:00:00.000Z
ToDo - laundry,2015-07-16T00:00:00.000Z
ToDo - pack for weekend,2015-07-09T00:00:00.000Z
ToDo - birth control,2015-07-09T00:00:00.000Z
ToDo - unpack dresses,2015-07-09T00:00:00.000Z
ToDo - calendar,2015-07-09T00:00:00.000Z
ToDo - shower,2015-07-09T00:00:00.000Z
ToDo - poop,2015-07-09T00:00:00.000Z
ToDo - call T-Mobile about shipping refund,2015-07-16T00:00:00.000Z
ToDo - journal,2015-07-07T00:00:00.000Z
ToDo - email Lisa about forwarding mail,2015-07-06T00:00:00.000Z
ToDo - tell Michael / Jarrod about absence on Friday,2015-07-08T00:00:00.000Z
ToDo - update time sheet,2015-07-06T00:00:00.000Z
ToDo - ask Magic to order weed,2015-07-21T00:00:00.000Z
ToDo - call Rachel about living with her this weekend,2015-07-09T00:00:00.000Z
ToDo - contact Lily about KPCB Edge,2015-07-06T00:00:00.000Z
ToDo - contact Rachel about living with her this weekend,2015-07-06T00:00:00.000Z
ToDo - calendar,2015-07-06T00:00:00.000Z
ToDo - shower,2015-07-06T00:00:00.000Z
ToDo - poop,2015-07-06T00:00:00.000Z
ToDo - Dinner :/,2015-07-05T00:00:00.000Z
ToDo - put on clothes,2015-07-05T00:00:00.000Z
ToDo - straighten hair,2015-07-05T00:00:00.000Z
ToDo - emails,2015-07-05T00:00:00.000Z
ToDo - message Lily about kpcb edge open house,2015-07-05T00:00:00.000Z
ToDo - look up what to do about blisters,2015-07-05T00:00:00.000Z
ToDo - phone call with mom,2015-07-05T00:00:00.000Z
ToDo - update spendings sheet,2015-07-05T00:00:00.000Z
ToDo - look at Express clothes,2015-07-05T00:00:00.000Z
ToDo - calendar,2015-07-05T00:00:00.000Z
ToDo - poop,2015-07-05T00:00:00.000Z
ToDo - shower,2015-07-05T00:00:00.000Z
ToDo - Call BoA about credit card mailing address,2015-07-03T00:00:00.000Z
ToDo - poop,2015-07-03T00:00:00.000Z
ToDo - shower,2015-07-03T00:00:00.000Z
ToDo - plan route to Eli's house,2015-07-03T00:00:00.000Z
ToDo - shower,2015-07-02T00:00:00.000Z
ToDo - medical insurance waiver for Rice,2015-07-05T00:00:00.000Z
ToDo - plan times for tomorrow,2015-07-01T00:00:00.000Z
ToDo - emails,2015-07-01T00:00:00.000Z
ToDo - poop,2015-07-01T00:00:00.000Z
ToDo - call T-Mobile again about phone,2015-07-06T00:00:00.000Z
ToDo - update spendings sheet,2015-06-30T00:00:00.000Z
